id;country;description;developed;name;parent;published;start_date
2978;276;EA Phenomic was a game development studio of Electronic Arts, Inc. Headquartered in Ingelheim am Rhein, Germany, the company was founded as Phenomic Game Development in 1997 by Volker Wertich, known for the Settlers series, where he played a major role in the development of the first and third parts. Since its founding, the company has focused entirely on the SpellForce franchise of fantasy strategy games.  In August 2006 the company was acquired by Electronic Arts and renamed EA Phenomic. After the acquisition the studio worked primarily on real-time strategy games, including BattleForge (2009), Lord of Ultima (2010), and Command &amp  Conquer: Tiberium Alliances. The latter was a free-to-play browser version of the classic series that attracted 1 million players in its first two months. In July 2013 it was confirmed that the studio had been closed.;{51206, 23545, 78728, 7027, 53651, 7030, 7031, 7033, 7037};Phenomic Game Development;1;;1997-01-01 00:00:00
2979;;;;Inky Mind UK;;{7028};
2980;380;;{20539, 7028};Playstos Entertainment;;;
2981;;;{7041, 10887};Mind over Matter Studios;;;
2982;826;;{111882, 7044};Casual Brothers;;{111882};
2983;826;Nomad Games is a successful independent video games developer and publisher. Since 2011, we have been specializing in adapting tabletop games for the digital marketplace. With a growing team of talented developers plus skills in licensing, funding and digital publishing, our mission is to bring the worlds of board gaming and video gaming together, creating new experiences to be enjoyed on a wide range of digital devices. To date, the company has sold over two million units of its adaptations.;{109759, 7045, 18086, 32903, 10952, 10953, 34207, 34219, 34220, 34221, 40557, 104006, 111819, 112942, 117644, 34199, 57407, 32863};Nomad Games;;{34626, 18086, 32903, 10952, 10953, 34207, 34219, 34220, 34221, 111819, 112942, 34199, 32863};
2984;36;;{7055};Sega Studios Australia;;;2002-12-31 00:00:00
2985;;;{7060};Immersion Software & Graphics;;;
2986;;;{7061};Softmax;;;
2987;;;{7065, 7153, 8198};Guilti;;;
2988;;;;Rombax Games;;{7066};
2989;;;{7074};Dream Execution Technology;;;
2990;;;{7378, 7076};Immersion Games;;;
2991;;;{7076};Artificial Studios;;;
2992;643;;{23745, 17317, 7077, 14855, 17318, 17577, 17578, 28143, 17521, 17170, 17171, 17427, 17428, 17787, 17788, 17789, 17790};Buka Entertainment;157;{75256, 8074, 26507, 8830, 36234, 52751, 36368, 36369, 52753, 33684, 52757, 52758, 30871, 52759, 52760, 52761, 52762, 52763, 14884, 30117, 34430, 17579, 17580, 32557, 34431, 36019, 36020, 120499, 26682, 32571, 13628, 23745, 34629, 34759, 17738, 34762, 105418, 30159, 30160, 35664, 36307, 27606, 75863, 35675, 35676, 32989, 32990, 35677, 113375, 13154, 29924, 9829, 33509, 33510, 27752, 36458, 2413, 365, 366, 368, 369, 31855, 32114, 35443, 35444, 32766, 33654, 36341, 94078, 35452, 35453, 21374, 34303};
2993;;;{7080};Monumental Games;;;
2994;276;The THREAKS GmbH is a Hamburg-based Game Startup funded by the Pro-Ideensfonds and EXIST that specializes in the development of non-linear music games for a sustainable commercialization of digital music.  With our project Beatbuddy we’ve already been honored with the first prize at 2011 Music Works and a nomination for the 2011 German Video Game Awards in the category “Best up-and-coming project“.;{7087};THREAKS;;;2011-03-28 00:00:00
2995;;;{7097};Namco Bandai America;;{20588, 28445, 9535};
2996;;;;Renderware;;{7106};
2997;;;{7123};Alchemist;;{78496, 9700, 69157, 12198, 11564, 69165, 67278, 7123, 72692};
2998;;;;O-Games;;{7128, 21738, 23396};
2999;;;{7128};Redoubt;;;
3000;;;;7Sixty;;{7130};
3001;;;{7130};Delta Factory;;;
3002;;;{7130};R.U.N.;;;
3003;;;;Digiturbo;;{7131};
3004;;;;PrincessSoft;;{7131, 75956};
3005;;;;Hirameki;;{7131, 18037};
3006;276;;{121764, 90478, 7506, 28086, 10774, 10713, 7134};Gaming Minds Studios;783;;2009-12-31 00:00:00
3007;;;{7135};Seven45 Studios;;{7135};
3008;;;{7143};Channel 42 Software Developer;;;
3009;276;;{7144, 29065, 121524};Studio Fizbin;;;
3010;276;We are an independent games publisher located near Cologne in Germany and have recently been awarded as Best German Publisher in 2012 by the German Developers Association. Together with our partners, we focus on the contentment of our customers and the best gameplay experience delivered at the fairest price-quality ratio. Since our foundation, we published over 70 SKUs, including many projects from highly talented developers that are known for their potential and creativity. Our portfolio features high-quality games such as Super Meat Boy, The Inner World, The Binding of Isaac, Terraria, Limbo, The Basement Collection, Grotesque Tactics, Q.U.B.E., Frozen Synapse and many more as well as the million sellers #1 iOS Hits Bridge Constructor and Bridge Constructor Playground.   Furthermore, we offer internationally growing companies the possibility to enter the German or European market with an honest and experienced partner on location. Fair and transparent relationships with our business partners are the basis of our companys mission statement.;{18914, 9443, 17443, 17508, 10377, 17098, 10931, 10356, 16148, 16149, 16342, 27892};Headup Games;;{25352, 10377, 19977, 24203, 29065, 24205, 10642, 36114, 16148, 16149, 96019, 11031, 111253, 83993, 113302, 114074, 8861, 28069, 8486, 26664, 34216, 107178, 10413, 9518, 55215, 35379, 53684, 26677, 9784, 1340, 18492, 24765, 30140, 32189, 35261, 51521, 10823, 10699, 25931, 10063, 11215, 30928, 10834, 85329, 105551, 16342, 1879, 11225, 36061, 106849, 18914, 9443, 36323, 20453, 43363, 76770, 7144, 21993, 100580, 104676, 35565, 109550, 10991, 13170, 33651, 10356, 27892, 20342, 28534, 20344, 62074, 70396, 114815};
3011;;;{94073, 1340};Hit Box Team;;;
3012;;;{7148, 19566};Software Refinery;;;
3013;;;;Front Street Publishing;;{7148, 4548};
3014;392;MOSS is a Japanese video game company created in 1993. After the bankruptcy of Seibu Kaihatsu, the development staff of that company formed MOSS, then bought the development rights to the Raiden franchise in order to keep working on new installments. Throughout the years they have diversified their portfolio outside of vertical shooters.;{8856, 7154, 79083, 54822};MOSS Co., Ltd.;;{8856, 7154, 54822};1993-03-01 00:00:00
3015;;;{7156};Atomic Motion;;;
3016;;;{8764, 7157, 10158, 26902};Laughing Jackal;;{20962, 52643, 20808, 75050, 42827, 52211, 26902, 95006};
3017;;;{8616, 7185, 26789, 7239};Akabeisoft2;;{7239};
3018;;;;Palace Game;;{7185};
3019;;;{7187, 120285};Triangle Service;;{7187};
3020;;;;JAST USA;;{16322, 83394, 33476, 26983, 24971, 35757, 33528, 68692, 15830, 122262, 33272, 7194, 10940};
3021;40;Bongfish was founded with the simple goal to craft incredible games that combine state-of-the-art technology with deep gameplay.;{7195, 21107};BongFish;;;2007-12-31 00:00:00
3022;840;;{7200, 1956, 2326};Kung Fu Factory;;;
3023;826;;{538, 2067};Virtual Programming;;{9378, 10242, 9380, 9318, 51815, 9321, 2922, 9675, 2668, 433, 2067, 4219, 9375};2000-12-31 00:00:00
3024;578;We are an award-winning independent game developer based in Oslo, Norway. The studio was founded in 2009 by Bendik Stang and Erik Hoftun and have since then evolved into quite the tenacious team of some truly great talent!  Our first major production, Hogworld: Gnart’s Adventure , was featured on the iOS App store’s Best of 2011 list and earned some delicious praise and top ratings, so we’re more than pleased!;{7202, 7203, 80895};Snowcastle Games;;{7202, 7203, 80895};2009-01-01 00:00:00
3025;392;;{7204};Creative Intelligence Arts, Inc.;;{7204};2010-07-21 00:00:00
3026;124;;{7207};Sleeping Beast Games;;{7207};
3027;616;;{7209, 24839};Transhuman Design;;{7209, 30370, 24839};2011-09-01 00:00:00
3029;840;Located in Austin, Texas, BattleCry Studios brings together a group of seasoned developers with one goal: to create fun, AAA online global experiences for the connected world. Drawing on decades of experience from places like BioWare, Valve, 343 Studios, Treyarch, and more, BattleCry isn’t just a place where we create great games. It’s where designers, engineers, and artists work side by side to redefine a genre.;{7210};BattleCry Studios;0;;2012-12-31 00:00:00
3030;752;;{7211, 23190};Gone North Games;;;2013-12-31 00:00:00
3031;392;Key is a Japanese visual novel studio and is located in Kita, Osaka, Japan. In addition to developing visual novels, they have also helped to create anime not only based on their existing visual novels, but also original anime titles.;{7364, 9607, 6193, 7218, 11410, 11411, 11413, 11414, 9659};Key;2648;;1998-07-21 00:00:00
3032;392;Prototype Ltd. (株式会社プロトタイプ) is a Japanese software company founded by Toshio Tabeta, a former producer of Interchannel. While still with Interchannel, Tabetas team was responsible for mainly developing and publishing versions of visual novels originally published by VisualArts for consumer platforms like the PlayStation 2 and PlayStation Portable. After Prototype split off from Interchannel, the company still continued to work with VisualArts. Prototype is also involved in producing mobile phone ports through VisualArts Motto which Prototype manages. Prototype has also produced a set of drama CDs based on Keys visual novel Clannad.;;Prototype;;{11456, 11457, 11458, 88386, 7364, 9607, 6193, 7218, 11410, 11411, 11413, 11538, 117746};2006-03-27 00:00:00
3033;;;{26244, 7220, 18781};GameStar;;{26244, 18781};
3034;;;;Yukes Osaka - duplicate;;;
3035;;;{7232, 22516};Replay Studios;;{15996};
3036;;;;ML Enterprises;;;
3037;840;Maximum Games is a full service publisher of entertainment software around the world. They deliver cross-generational console and digital titles that span the genre spectrum – from action, sports, and FPS to family-friendly puzzle games, mysteries, and arcade games.;{22778, 15691, 17940};Maximum Games;;{85504, 26503, 47630, 121232, 7443, 105877, 16927, 5541, 84904, 104232, 118568, 47659, 36781, 84788, 38973, 90688, 105028, 36551, 15691, 55244, 7249, 86227, 28247, 44012, 25206, 6776, 44027, 10109};2009-12-31 00:00:00
3038;;;{42629, 9036, 8909, 7790, 8916, 7255};Aicom;;{12838};
3039;;;;Indietopia Games;;{9921, 28491, 31143};
3040;;;;Colorful Media;;;
3041;;;;Emagica;;;
3042;;;;Concave Studio;;;
3043;;;{7267};Rhino Studios;;;
3044;;;{7269, 111847};UserJoy Entertainment;;{111847};
3045;;;{26834, 13548, 77493, 120286};Aquaplus;;{7272, 13657, 64235, 13548, 26834, 77493, 95831, 7481, 120286};
3046;392;Gust (株式会社ガスト) is a Japanese developer and publisher of video games, known for their Atelier and Ar tonelico series. The company is a wholly owned subsidiary of Koei Tecmo. The company began by creating dojinshi games for personal computers. Its first project was Story of King Ares for the NEC personal computer. In 1994 the company became an official developer for the Sony PlayStation video game console, and its first PlayStation product was the simulation game Falkata. In 1997, Gust released Atelier Marie, the first game in the long-running, popular, and iconic Atelier series. Since then the company has released several successful games for various home and portable video game systems. It was announced on July 28, 2014 that Gust will formally merge with its parent company Koei Tecmo on October 1, 2014, and will continue to develop existing game series and new intellectual properties as Gust Nagano Development Group.;{24320, 125186, 20996, 121224, 122248, 26514, 26515, 91029, 104981, 104982, 119061, 21406, 20510, 14878, 43039, 21538, 49699, 25636, 103335, 70699, 7474, 19634, 106294, 25921, 24262, 26439, 26440, 26441, 105030, 105031, 105032, 36814, 42704, 42706, 12633, 24929, 111330, 25699, 122748, 7273, 7274, 7275, 7276, 7277, 7278, 7279, 25708, 27124, 36855, 11513, 44666, 67708, 122749, 122750};Gust;6066;{24320, 20996, 26514, 26515, 104981, 104982, 21406, 20510, 70699, 106294, 24262, 26439, 26440, 26441, 25699, 7275, 7276, 7277, 7278, 7279, 11513, 67708};1993-10-01 00:00:00
3047;;;;NIS Europe;;{7297, 11610, 7275, 20996};
3048;826;;{18720, 18790, 22343, 21644, 7282, 7283, 7284, 18715, 18716};Relentless Software;;{22970, 18790};
3049;528;Game development at its best! We’ve got over a decade experience in game development, game publishing, community management, distribution and marketing! Whether you need a full game, a working prototype or port to a popular platform, we’re able to facilitate to your needs!;{27794, 90387, 54524, 7285};Triangle Studios;;{35930, 7285, 67239};2006-12-31 00:00:00
3050;;;{54498, 7289, 20122, 87810};Vagabond Dog;;{54498, 87810};
3051;392;;{21537, 23459, 7300, 7301, 36584, 36558, 21050, 22453, 21754, 28187};Clap Hanz;;;
3052;;;{7306};Mighty Rocket Studios;;{5080, 5941};
3053;826;;{1541, 1542, 1543, 1544, 1545, 8299, 7308, 8300, 8301, 8302, 8303};SCE Studio Liverpool;45;;2001-12-31 00:00:00
3054;;;{50490};Velocity;;{7314, 50490};
3055;;;{109475, 11366, 8902, 64119, 13111, 25101, 13108, 13109, 13110, 7319};Felistella;;{7319};
3056;643;;{7332};Ino-Co;;;
3058;826;;;Oovee Game Studios;;;
3059;;;{7347};Oovee Game Studios;;{7347};
3060;;;;Better Reality;;;
3061;;;{7357};Square USA, Inc;;;
3062;840;;{7459, 7365, 19431, 8239, 8240, 8241, 8242, 19251, 19190, 15863, 117276, 22238};Zipper Interactive;45;;1995-06-01 00:00:00
3063;;;{7379};Millennium Kitchen;;;
3064;;;{19048, 7388};Minority;;{19048, 7388};
3065;;;{7390};SuperBot Entertainment;;;
3066;392;;{7395};Valhalla Game Studios;;;
3067;840;;;Unity Technologies;;;2004-12-31 00:00:00
3068;;;{7396};Beast Games;;{7396};
3069;840;;{7380, 75238};Pixelopus;2289;;2014-12-31 00:00:00
3070;124;Big Sandwich Games is a full-service game development studio based in Vancouver, BC. Our office is situated in the heart of Vancouver, between Granville Island and the Broadway Corridor.  Established in 2006, we are authorized developers of the PS3, PSP, Xbox360, Wii, DS, and iPhone, as well as being experienced on iOS and the Mac. Our cross-platform Clubhouse Engine™ powers games on all of the above, and now has 8 titles to its credit, from handheld to next-gen.  BSGs in-house developed titles included HOARD (PS3/PSP/PC/Mac), Sky Pirates of Neo-Terra (Wii/DS), Sugar Buzz (PC/iPhone), Timefold (iPhone), and Fusion Island (PC/iPhone). In addition, we have provided co-development services for some of the biggest companies in the industry, including BioWare, Electronic Arts, and Guerrilla Games, on such titles as Army of Two: the 40th Day, SOCOM: Confrontation, Dance on Broadway, and a certain upcoming MMO themed around one of the most popular sci-fi franchises in history.;{7402};Big Sandwich Games;;;2006-06-07 00:00:00
3071;276;Spaces of Play is a game studio based in Berlin. We are a group of independent game designers, visual artists and musicians that come together with the goal of creating great games. Our focus is on original ideas, gameplay and polish. We put our heart and soul into what we do, every pixel and sound bit has been hand-picked for your optimal experience. In short, we provide handcrafted independent games that shine on every platform.  Everyone involved in Spaces of Play also does freelance work for hire. If you are interested to know more read our personal profiles below and contact us directly for details.;{7403};Spaces of Play;;{7403};
3072;;;;Grey Box;;{7336, 8232, 21731, 7621};
3073;;Bit Blot is an independent game company composed of two people: Alec ‘n Derek. They created Aquaria, and released it in 2007. Now they’re working on two separate projects with new teams.;{7406};Bit Blot;;{7406};2007-12-31 00:00:00
3074;840;A small independent game developer and publisher that specialises in RPGs;{16405, 65824, 8362, 8363, 8365, 8752, 8369, 8370, 10036, 23241, 16337, 16338, 16339, 7765, 8802, 109539, 7781, 7407, 19578, 19579, 19580, 19581};Spiderweb Software;;{16405, 65824, 8362, 8363, 8365, 8752, 8369, 8370, 10036, 23241, 16337, 16338, 16339, 7765, 8802, 109539, 7781, 7407, 19578, 19579, 19580, 19581};1994-12-31 00:00:00
3075;;;{7411};Broken Windows Studio;;{7411};
3076;250;;{28286, 7421, 19158};Passtech Games;;;
3077;250;;{103168, 36551, 84987, 43561, 19211, 65548, 34927, 95440, 7420, 31316, 6071, 8664, 13210, 13211, 8572};EKO Software;;{19211, 92766};
3078;;;;En Masse Entertainment;;{7424, 55076, 7533, 119384, 19323, 16253};
3079;156;;{7424};Yingpei Games;;;
3080;;;{7428};Dee Games;;;
3081;;;{7432};Exact Co., Ltd.;;;
3082;;;{7432};Ultra Co., Ltd.;;;
3083;208;Reto-Moto was founded in 1997 and quickly transformed into IO Interactive, which went on to release Hitman and Freedom Fighters. In 2004 IO Interactive was sold to Eidos, however the founding members of Reto-Moto left Eidos and reformed their old company, bringing in some of the core developers from IO Interactive. Heroes &amp  Generals is the first game from Reto-Moto.;{7435};Reto-Moto;;{7435};1997-12-31 00:00:00
3084;;;{7437};Chaotic Moon;;;
3085;840;Formed in 2007, Xaviant is a self-funded studio comprised of passionate and skilled developers dedicated to one mission - creating AAA games that you can “feel”, not just play.;{7443, 17252, 103367};Xaviant;3911;{7443, 17252, 103367};2007-12-31 00:00:00
3086;;;;Xaviant Games;;;
3087;840;;{26848, 23910, 27240, 27241, 27242, 122097, 7444, 20027};Yacht Club Games;;{26848, 10373, 23910, 27240, 27241, 27242, 116650, 122097, 7444, 18197, 29529, 20027};
